article_id,clean_text,polarity,subjectivity
59,"nintendo reconfirms release windows for major upcoming switch 2 games - nintendo life. nintendo reconfirms release windows for major upcoming switch 2 games&nbsp;&nbsp;nintendo lifenintendo’s 2026 games lineup is odd, but not as odd as the wonder flower&nbsp;&nbsp;gizmodonintendo teased a bunch of switch 2 games today — here's everything we tested&nbsp;&nbsp;polygonhands-on with switch 2's early 2026 lineup: mario tennis fever, meetup in bellabel park, virtual boy, and more&nbsp;&nbsp;gonintendowhat to expect (and not expect) from nintendo and switch 2 in 2026&nbsp;&nbsp;gamespot",-0.02166666666666666,0.36
60,"first look at the sims 4 base game update: new stair tools, family tree overhaul and more! - sims community. first look at the sims 4 base game update: new stair tools, family tree overhaul and more!&nbsp;&nbsp;sims communitythe sims 4 february 3 2026 patch notes&nbsp;&nbsp;ignthe sims 4: will a new event be coming soon with free rewards up for grabs?&nbsp;&nbsp;sortir à parispsa: if you play the sims 4, it might be a good idea to back up your saves before february 3&nbsp;&nbsp;gamerantnew the sims 4 live event starts next week! (february 3rd, 2026)&nbsp;&nbsp;sims community",0.02315340909090908,0.4518939393939394
61,teardown of an apple airtag 2 with die shots - hackaday. teardown of an apple airtag 2 with die shots&nbsp;&nbsp;hackadaywhy your iphone wants you to update to ios 26.2.1&nbsp;&nbsp;usa todayapple introduces new airtag with expanded connectivity range and improved findability&nbsp;&nbsp;appleios 26.2.1—update now warning issued to millions of iphone users&nbsp;&nbsp;forbesi compared airtag 2 to the original: all the new and improved features&nbsp;&nbsp;mashable,0.2119318181818182,0.4397727272727273
62,nitro deck 2 for nintendo switch 2 is up for preorder at amazon with a may 1 release date - ign. nitro deck 2 for nintendo switch 2 is up for preorder at amazon with a may 1 release date&nbsp;&nbsp;ign,0,0
63,"select jrpgs are up to 67% off right now at amazon - ign. select jrpgs are up to 67% off right now at amazon&nbsp;&nbsp;ignamazon launches stunning sale on jrpgs, featuring octopath traveler&nbsp;&nbsp;filmogaz",0.35714285714285715,0.6904761904761904
64,code vein ii pc graphics optimization guide — our recommendations for balancing performance and visuals - wccftech. code vein ii pc graphics optimization guide — our recommendations for balancing performance and visuals&nbsp;&nbsp;wccftechcode vein ii review - bloodsucking the fun away&nbsp;&nbsp;game informercode vein ii patch notes ver.1.0.3&nbsp;&nbsp;bandai namco entertainmentwe can't keep letting the swagless games get away with it&nbsp;&nbsp;polygon10 tips to know before you start playing code vein 2&nbsp;&nbsp;kotaku,0.3,0.2
65,"starsand island launches in early access for xbox series and pc on february 11; full release this summer - gematsu. starsand island launches in early access for xbox series and pc on february 11; full release this summer&nbsp;&nbsp;gematsuanime-inspired life sim starsand island enters early access on steam and xbox next week&nbsp;&nbsp;video games chroniclethis ghibli-style farming simulation will enter early access soon&nbsp;&nbsp;80 levelstarsand island - official early access release date trailer&nbsp;&nbsp;ignstarsand island shifts to early access launch, coming to xbox series and pc on february 11&nbsp;&nbsp;gamerbraves",0.14444444444444446,0.3222222222222222
66,where’s the february pixel update? - droid life. where’s the february pixel update?&nbsp;&nbsp;droid lifegoogle moves legacy pixel devices to quarterly update schedule&nbsp;&nbsp;jetstream.blogevidence mounts for google adopting samsung-style quarterly update cycle for older pixels&nbsp;&nbsp;piunikaweb,0.16666666666666666,0.3333333333333333
67,"get ready for new pixel theme packs - droid life. get ready for new pixel theme packs&nbsp;&nbsp;droid lifegoogle pixel teases ‘new theme packs are coming’ as wicked theme ends&nbsp;&nbsp;9to5googlenew pixel theme packs coming, ai icons delayed&nbsp;&nbsp;findarticles.comgoogle pixel to get new themes in theme packs app soon: check details&nbsp;&nbsp;business standardnew theme packs for your pixel phone are coming soon, but dont hold your breath on ai icons&nbsp;&nbsp;android authority",0.15757575757575756,0.4696969696969697
69,"i tried a claude code alternative that's local, open source, and completely free - how it works - zdnet. i tried a claude code alternative that's local, open source, and completely free - how it works&nbsp;&nbsp;zdnet",0.13333333333333333,0.43333333333333335
70,casio’s affordable racing-inspired chronograph gets a sporty reissue - gear patrol. casio’s affordable racing-inspired chronograph gets a sporty reissue&nbsp;&nbsp;gear patrol,0,0
